Domain,NLP Task,Value
Tourism,word segmentation,1
Tourism,lemmatization,0
Tourism,morphological segmentation,1
Tourism,part-of-speech tagging,0
Tourism,stemming,1
Tourism,grammar induction,0
Tourism,sentence breaking ,0
Tourism,parsing,3
Tourism,lexical semantics,0
Tourism,distributional semantics,0
Tourism,named entity recognition,1
Tourism,sentiment analysis,1
Tourism,terminology extraction,0
Tourism,word-sense disambiguation,1
Tourism,entity linking,0
Tourism,multiword expressions,4
Tourism,relationship extraction,0
Tourism,semantic parsing,1
Tourism,semantic role labelling,0
Tourism,coreference resolution,0
Tourism,discourse analysis,0
Tourism,implicit semantic role labelling,0
Tourism,recognizing textual entailment,0
Tourism,topic segmentation,0
Tourism,argument mining,0
Tourism,anaphora resolution,0
Sociology,optical character recognition,4
Sociology,speech recognition,1
Sociology,speech segmentation,0
Sociology,text-to-speech,0
Sociology,word segmentation,1
Sociology,lemmatization,1
Sociology,morphological segmentation,0
Sociology,part-of-speech tagging,1
Sociology,stemming,0
Sociology,grammar induction,0
Sociology,sentence breaking ,0
Sociology,parsing,1
Sociology,lexical semantics,1
Sociology,distributional semantics,1
Sociology,named entity recognition,1
Sociology,sentiment analysis,2
Sociology,terminology extraction,0
Sociology,word-sense disambiguation,0
Sociology,entity linking,1
Sociology,multiword expressions,0
Sociology,relationship extraction,0
Sociology,semantic parsing,0
Sociology,semantic role labelling,0
Sociology,coreference resolution,2
Sociology,discourse analysis,3
Sociology,implicit semantic role labelling,0
Sociology,recognizing textual entailment,0
Sociology,topic segmentation,0
Sociology,argument mining,1
Sociology,anaphora resolution,1
Political Science,optical character recognition,8
Political Science,speech recognition,0
Political Science,speech segmentation,0
Political Science,text-to-speech,0
Political Science,word segmentation,1
Political Science,lemmatization,0
Political Science,morphological segmentation,0
Political Science,part-of-speech tagging,1
Political Science,stemming,0
Political Science,grammar induction,0
Political Science,sentence breaking ,0
Political Science,parsing,2
Political Science,lexical semantics,1
Political Science,distributional semantics,0
Political Science,named entity recognition,2
Political Science,sentiment analysis,3
Political Science,terminology extraction,0
Political Science,word-sense disambiguation,0
Political Science,entity linking,0
Political Science,multiword expressions,0
Political Science,relationship extraction,0
Political Science,semantic parsing,0
Political Science,semantic role labelling,0
Political Science,coreference resolution,2
Political Science,discourse analysis,1
Political Science,implicit semantic role labelling,0
Political Science,recognizing textual entailment,0
Political Science,topic segmentation,0
Political Science,argument mining,2
Political Science,anaphora resolution,0
Geography,optical character recognition,1
Geography,speech recognition,0
Geography,speech segmentation,0
Geography,text-to-speech,0
Geography,word segmentation,0
Geography,lemmatization,0
Geography,morphological segmentation,0
Geography,part-of-speech tagging,1
Geography,stemming,0
Geography,grammar induction,0
Geography,sentence breaking ,0
Geography,parsing,2
Geography,lexical semantics,1
Geography,distributional semantics,0
Geography,named entity recognition,0
Geography,sentiment analysis,2
Geography,terminology extraction,0
Geography,word-sense disambiguation,0
Geography,entity linking,0
Geography,multiword expressions,1
Geography,relationship extraction,0
Geography,semantic parsing,1
Geography,semantic role labelling,0
Geography,coreference resolution,0
Geography,discourse analysis,0
Geography,implicit semantic role labelling,0
Geography,recognizing textual entailment,0
Geography,topic segmentation,0
Geography,argument mining,0
Geography,anaphora resolution,0
Archeology,optical character recognition,0
Archeology,speech recognition,0
Archeology,speech segmentation,0
Archeology,text-to-speech,0
Archeology,word segmentation,0
Archeology,lemmatization,0
Archeology,morphological segmentation,0
Archeology,part-of-speech tagging,0
Archeology,stemming,0
Archeology,grammar induction,0
Archeology,sentence breaking ,0
Archeology,parsing,0
Archeology,lexical semantics,0
Archeology,distributional semantics,0
Archeology,named entity recognition,0
Archeology,sentiment analysis,0
Archeology,terminology extraction,0
Archeology,word-sense disambiguation,0
Archeology,entity linking,0
Archeology,multiword expressions,0
Archeology,relationship extraction,0
Archeology,semantic parsing,0
Archeology,semantic role labelling,0
Archeology,coreference resolution,0
Archeology,discourse analysis,0
Archeology,implicit semantic role labelling,0
Archeology,recognizing textual entailment,0
Archeology,topic segmentation,0
Archeology,argument mining,0
Archeology,anaphora resolution,0
Anthropology,optical character recognition,1
Anthropology,speech recognition,0
Anthropology,speech segmentation,0
Anthropology,text-to-speech,0
Anthropology,word segmentation,0
Anthropology,lemmatization,0
Anthropology,morphological segmentation,0
Anthropology,part-of-speech tagging,0
Anthropology,stemming,0
Anthropology,grammar induction,0
Anthropology,sentence breaking ,0
Anthropology,parsing,1
Anthropology,lexical semantics,0
Anthropology,distributional semantics,0
Anthropology,named entity recognition,0
Anthropology,sentiment analysis,1
Anthropology,terminology extraction,0
Anthropology,word-sense disambiguation,0
Anthropology,entity linking,0
Anthropology,multiword expressions,1
Anthropology,relationship extraction,0
Anthropology,semantic parsing,0
Anthropology,semantic role labelling,0
Anthropology,coreference resolution,0
Anthropology,discourse analysis,0
Anthropology,implicit semantic role labelling,0
Anthropology,recognizing textual entailment,0
Anthropology,topic segmentation,0
Anthropology,argument mining,0
Anthropology,anaphora resolution,0
Philology,optical character recognition,0
Philology,speech recognition,0
Philology,speech segmentation,0
Philology,text-to-speech,0
Philology,word segmentation,1
Philology,lemmatization,3
Philology,morphological segmentation,0
Philology,part-of-speech tagging,1
Philology,stemming,0
Philology,grammar induction,0
Philology,sentence breaking ,0
Philology,parsing,3
Philology,lexical semantics,0
Philology,distributional semantics,0
Philology,named entity recognition,0
Philology,sentiment analysis,0
Philology,terminology extraction,0
Philology,word-sense disambiguation,0
Philology,entity linking,0
Philology,multiword expressions,0
Philology,relationship extraction,0
Philology,semantic parsing,0
Philology,semantic role labelling,0
Philology,coreference resolution,0
Philology,discourse analysis,0
Philology,implicit semantic role labelling,0
Philology,recognizing textual entailment,0
Philology,topic segmentation,0
Philology,argument mining,0
Philology,anaphora resolution,0
Linguistics,optical character recognition,27
Linguistics,speech recognition,12
Linguistics,speech segmentation,0
Linguistics,text-to-speech,6
Linguistics,word segmentation,37
Linguistics,lemmatization,15
Linguistics,morphological segmentation,4
Linguistics,part-of-speech tagging,32
Linguistics,stemming,9
Linguistics,grammar induction,3
Linguistics,sentence breaking ,0
Linguistics,parsing,91
Linguistics,lexical semantics,6
Linguistics,distributional semantics,7
Linguistics,named entity recognition,8
Linguistics,sentiment analysis,18
Linguistics,terminology extraction,0
Linguistics,word-sense disambiguation,11
Linguistics,entity linking,5
Linguistics,multiword expressions,18
Linguistics,relationship extraction,0
Linguistics,semantic parsing,3
Linguistics,semantic role labelling,1
Linguistics,coreference resolution,15
Linguistics,discourse analysis,7
Linguistics,implicit semantic role labelling,0
Linguistics,recognizing textual entailment,3
Linguistics,topic segmentation,0
Linguistics,argument mining,2
Linguistics,anaphora resolution,4
Religion,optical character recognition,8
Religion,speech recognition,0
Religion,speech segmentation,0
Religion,text-to-speech,0
Religion,word segmentation,4
Religion,lemmatization,3
Religion,morphological segmentation,0
Religion,part-of-speech tagging,3
Religion,stemming,4
Religion,grammar induction,0
Religion,sentence breaking ,0
Religion,parsing,4
Religion,lexical semantics,1
Religion,distributional semantics,2
Religion,named entity recognition,2
Religion,sentiment analysis,5
Religion,terminology extraction,0
Religion,word-sense disambiguation,1
Religion,entity linking,0
Religion,multiword expressions,2
Religion,relationship extraction,0
Religion,semantic parsing,0
Religion,semantic role labelling,0
Religion,coreference resolution,2
Religion,discourse analysis,1
Religion,implicit semantic role labelling,0
Religion,recognizing textual entailment,0
Religion,topic segmentation,0
Religion,argument mining,1
Religion,anaphora resolution,1
Literature,optical character recognition,5
Literature,speech recognition,2
Literature,speech segmentation,0
Literature,text-to-speech,1
Literature,word segmentation,7
Literature,lemmatization,3
Literature,morphological segmentation,1
Literature,part-of-speech tagging,4
Literature,stemming,2
Literature,grammar induction,0
Literature,sentence breaking ,0
Literature,parsing,13
Literature,lexical semantics,0
Literature,distributional semantics,1
Literature,named entity recognition,1
Literature,sentiment analysis,4
Literature,terminology extraction,0
Literature,word-sense disambiguation,3
Literature,entity linking,0
Literature,multiword expressions,3
Literature,relationship extraction,0
Literature,semantic parsing,0
Literature,semantic role labelling,1
Literature,coreference resolution,8
Literature,discourse analysis,1
Literature,implicit semantic role labelling,0
Literature,recognizing textual entailment,0
Literature,topic segmentation,1
Literature,argument mining,0
Literature,anaphora resolution,2
Government,optical character recognition,3
Government,speech recognition,4
Government,speech segmentation,0
Government,text-to-speech,1
Government,word segmentation,9
Government,lemmatization,1
Government,morphological segmentation,6
Government,part-of-speech tagging,6
Government,stemming,3
Government,grammar induction,0
Government,sentence breaking ,0
Government,parsing,13
Government,lexical semantics,0
Government,distributional semantics,0
Government,named entity recognition,6
Government,sentiment analysis,2
Government,terminology extraction,0
Government,word-sense disambiguation,0
Government,entity linking,2
Government,multiword expressions,0
Government,relationship extraction,0
Government,semantic parsing,0
Government,semantic role labelling,0
Government,coreference resolution,1
Government,discourse analysis,1
Government,implicit semantic role labelling,0
Government,recognizing textual entailment,2
Government,topic segmentation,0
Government,argument mining,0
Government,anaphora resolution,0
Law,optical character recognition,10
Law,speech recognition,0
Law,speech segmentation,0
Law,text-to-speech,0
Law,word segmentation,3
Law,lemmatization,1
Law,morphological segmentation,0
Law,part-of-speech tagging,1
Law,stemming,2
Law,grammar induction,0
Law,sentence breaking ,0
Law,parsing,4
Law,lexical semantics,1
Law,distributional semantics,1
Law,named entity recognition,5
Law,sentiment analysis,3
Law,terminology extraction,0
Law,word-sense disambiguation,3
Law,entity linking,2
Law,multiword expressions,2
Law,relationship extraction,0
Law,semantic parsing,0
Law,semantic role labelling,0
Law,coreference resolution,2
Law,discourse analysis,2
Law,implicit semantic role labelling,0
Law,recognizing textual entailment,0
Law,topic segmentation,0
Law,argument mining,3
Law,anaphora resolution,3
Education,optical character recognition,6
Education,speech recognition,6
Education,speech segmentation,0
Education,text-to-speech,0
Education,word segmentation,7
Education,lemmatization,4
Education,morphological segmentation,0
Education,part-of-speech tagging,6
Education,stemming,4
Education,grammar induction,1
Education,sentence breaking ,0
Education,parsing,11
Education,lexical semantics,0
Education,distributional semantics,0
Education,named entity recognition,4
Education,sentiment analysis,6
Education,terminology extraction,0
Education,word-sense disambiguation,3
Education,entity linking,0
Education,multiword expressions,5
Education,relationship extraction,0
Education,semantic parsing,0
Education,semantic role labelling,0
Education,coreference resolution,3
Education,discourse analysis,3
Education,implicit semantic role labelling,0
Education,recognizing textual entailment,2
Education,topic segmentation,0
Education,argument mining,2
Education,anaphora resolution,1
History,optical character recognition,12
History,speech recognition,4
History,speech segmentation,0
History,text-to-speech,2
History,word segmentation,2
History,lemmatization,6
History,morphological segmentation,0
History,part-of-speech tagging,3
History,stemming,1
History,grammar induction,0
History,sentence breaking ,0
History,parsing,5
History,lexical semantics,1
History,distributional semantics,2
History,named entity recognition,3
History,sentiment analysis,3
History,terminology extraction,0
History,word-sense disambiguation,0
History,entity linking,1
History,multiword expressions,0
History,relationship extraction,0
History,semantic parsing,0
History,semantic role labelling,0
History,coreference resolution,0
History,discourse analysis,1
History,implicit semantic role labelling,0
History,recognizing textual entailment,0
History,topic segmentation,0
History,argument mining,0
History,anaphora resolution,0
Philosophy,optical character recognition,1
Philosophy,speech recognition,0
Philosophy,speech segmentation,0
Philosophy,text-to-speech,0
Philosophy,word segmentation,0
Philosophy,lemmatization,1
Philosophy,morphological segmentation,0
Philosophy,part-of-speech tagging,0
Philosophy,stemming,0
Philosophy,grammar induction,0
Philosophy,sentence breaking ,0
Philosophy,parsing,1
Philosophy,lexical semantics,1
Philosophy,distributional semantics,2
Philosophy,named entity recognition,0
Philosophy,sentiment analysis,0
Philosophy,terminology extraction,0
Philosophy,word-sense disambiguation,0
Philosophy,entity linking,0
Philosophy,multiword expressions,0
Philosophy,relationship extraction,0
Philosophy,semantic parsing,0
Philosophy,semantic role labelling,0
Philosophy,coreference resolution,0
Philosophy,discourse analysis,1
Philosophy,implicit semantic role labelling,0
Philosophy,recognizing textual entailment,0
Philosophy,topic segmentation,0
Philosophy,argument mining,0
Philosophy,anaphora resolution,0
Ethics,optical character recognition,1
Ethics,speech recognition,0
Ethics,speech segmentation,0
Ethics,text-to-speech,0
Ethics,word segmentation,0
Ethics,lemmatization,0
Ethics,morphological segmentation,0
Ethics,part-of-speech tagging,0
Ethics,stemming,0
Ethics,grammar induction,0
Ethics,sentence breaking ,0
Ethics,parsing,0
Ethics,lexical semantics,0
Ethics,distributional semantics,0
Ethics,named entity recognition,0
Ethics,sentiment analysis,1
Ethics,terminology extraction,0
Ethics,word-sense disambiguation,0
Ethics,entity linking,0
Ethics,multiword expressions,0
Ethics,relationship extraction,0
Ethics,semantic parsing,0
Ethics,semantic role labelling,0
Ethics,coreference resolution,0
Ethics,discourse analysis,0
Ethics,implicit semantic role labelling,0
Ethics,recognizing textual entailment,0
Ethics,topic segmentation,0
Ethics,argument mining,0
Ethics,anaphora resolution,0
Arts,optical character recognition,6
Arts,speech recognition,1
Arts,speech segmentation,0
Arts,text-to-speech,2
Arts,word segmentation,3
Arts,lemmatization,1
Arts,morphological segmentation,0
Arts,part-of-speech tagging,1
Arts,stemming,1
Arts,grammar induction,0
Arts,sentence breaking ,0
Arts,parsing,9
Arts,lexical semantics,0
Arts,distributional semantics,0
Arts,named entity recognition,4
Arts,sentiment analysis,0
Arts,terminology extraction,0
Arts,word-sense disambiguation,2
Arts,entity linking,1
Arts,multiword expressions,5
Arts,relationship extraction,0
Arts,semantic parsing,0
Arts,semantic role labelling,0
Arts,coreference resolution,2
Arts,discourse analysis,1
Arts,implicit semantic role labelling,0
Arts,recognizing textual entailment,0
Arts,topic segmentation,0
Arts,argument mining,0
Arts,anaphora resolution,0
Mathematics,temporal processing,0
Mathematics,automatic summarization,1
Mathematics,grammatical error correction,0
Mathematics,machine translation,7
Mathematics,natural-language understanding,2
Mathematics,natural-language generation,1
Mathematics,book generation,0
Mathematics,document AI,0
Mathematics,dialogue management,0
Mathematics,question answering,3
Mathematics,text-to-image generation,0
Mathematics,text-to-scene generation,0
Mathematics,text-to-video,0
Mathematics,information retrieval,0
Mathematics,information extraction,0
Mathematics,multimodal systems,0
Mathematics,automated writing assistance,0
Mathematics,text simplification,1
Mathematics,author profiling,0
Mathematics,spam detection,0
Mathematics,virtual agents,0
Computer science,temporal processing,0
Computer science,automatic summarization,1
Computer science,grammatical error correction,1
Computer science,machine translation,19
Computer science,natural-language understanding,1
Computer science,natural-language generation,1
Computer science,book generation,0
Computer science,document AI,0
Computer science,dialogue management,0
Computer science,question answering,2
Computer science,text-to-image generation,0
Computer science,text-to-scene generation,0
Computer science,text-to-video,0
Computer science,information retrieval,1
Computer science,information extraction,4
Computer science,multimodal systems,0
Computer science,automated writing assistance,0
Computer science,text simplification,0
Computer science,author profiling,0
Computer science,spam detection,0
Computer science,virtual agents,0
Physics,temporal processing,0
Physics,automatic summarization,0
Physics,grammatical error correction,1
Physics,machine translation,5
Physics,natural-language understanding,1
Physics,natural-language generation,0
Physics,book generation,0
Physics,document AI,0
Physics,dialogue management,0
Physics,question answering,5
Physics,text-to-image generation,0
Physics,text-to-scene generation,0
Physics,text-to-video,0
Physics,information retrieval,1
Physics,information extraction,0
Physics,multimodal systems,0
Physics,automated writing assistance,0
Physics,text simplification,0
Physics,author profiling,0
Physics,spam detection,0
Physics,virtual agents,0
Chemistry,temporal processing,0
Chemistry,automatic summarization,0
Chemistry,grammatical error correction,0
Chemistry,machine translation,3
Chemistry,natural-language understanding,0
Chemistry,natural-language generation,0
Chemistry,book generation,0
Chemistry,document AI,0
Chemistry,dialogue management,0
Chemistry,question answering,0
Chemistry,text-to-image generation,0
Chemistry,text-to-scene generation,0
Chemistry,text-to-video,0
Chemistry,information retrieval,1
Chemistry,information extraction,2
Chemistry,multimodal systems,0
Chemistry,automated writing assistance,0
Chemistry,text simplification,0
Chemistry,author profiling,0
Chemistry,spam detection,0
Chemistry,virtual agents,0
Environmental sciences,temporal processing,0
Environmental sciences,automatic summarization,0
Environmental sciences,grammatical error correction,0
Environmental sciences,machine translation,0
Environmental sciences,natural-language understanding,0
Environmental sciences,natural-language generation,0
Environmental sciences,book generation,0
Environmental sciences,document AI,0
Environmental sciences,dialogue management,0
Environmental sciences,question answering,0
Environmental sciences,text-to-image generation,0
Environmental sciences,text-to-scene generation,0
Environmental sciences,text-to-video,0
Environmental sciences,information retrieval,0
Environmental sciences,information extraction,0
Environmental sciences,multimodal systems,0
Environmental sciences,automated writing assistance,0
Environmental sciences,text simplification,0
Environmental sciences,author profiling,0
Environmental sciences,spam detection,0
Environmental sciences,virtual agents,0
Biological sciences,temporal processing,0
Biological sciences,automatic summarization,0
Biological sciences,grammatical error correction,0
Biological sciences,machine translation,8
Biological sciences,natural-language understanding,1
Biological sciences,natural-language generation,0
Biological sciences,book generation,0
Biological sciences,document AI,0
Biological sciences,dialogue management,0
Biological sciences,question answering,4
Biological sciences,text-to-image generation,0
Biological sciences,text-to-scene generation,0
Biological sciences,text-to-video,0
Biological sciences,information retrieval,4
Biological sciences,information extraction,2
Biological sciences,multimodal systems,0
Biological sciences,automated writing assistance,0
Biological sciences,text simplification,0
Biological sciences,author profiling,0
Biological sciences,spam detection,0
Biological sciences,virtual agents,0
Civil engineering,temporal processing,0
Civil engineering,automatic summarization,0
Civil engineering,grammatical error correction,0
Civil engineering,machine translation,0
Civil engineering,natural-language understanding,0
Civil engineering,natural-language generation,0
Civil engineering,book generation,0
Civil engineering,document AI,0
Civil engineering,dialogue management,0
Civil engineering,question answering,0
Civil engineering,text-to-image generation,0
Civil engineering,text-to-scene generation,0
Civil engineering,text-to-video,0
Civil engineering,information retrieval,0
Civil engineering,information extraction,0
Civil engineering,multimodal systems,0
Civil engineering,automated writing assistance,0
Civil engineering,text simplification,0
Civil engineering,author profiling,0
Civil engineering,spam detection,0
Civil engineering,virtual agents,0
Electrical engineering,temporal processing,0
Electrical engineering,automatic summarization,0
Electrical engineering,grammatical error correction,0
Electrical engineering,machine translation,0
Electrical engineering,natural-language understanding,0
Electrical engineering,natural-language generation,0
Electrical engineering,book generation,0
Electrical engineering,document AI,0
Electrical engineering,dialogue management,0
Electrical engineering,question answering,0
Electrical engineering,text-to-image generation,0
Electrical engineering,text-to-scene generation,0
Electrical engineering,text-to-video,0
Electrical engineering,information retrieval,0
Electrical engineering,information extraction,0
Electrical engineering,multimodal systems,0
Electrical engineering,automated writing assistance,0
Electrical engineering,text simplification,0
Electrical engineering,author profiling,0
Electrical engineering,spam detection,0
Electrical engineering,virtual agents,0
Electronic engineering,temporal processing,0
Electronic engineering,automatic summarization,0
Electronic engineering,grammatical error correction,0
Electronic engineering,machine translation,0
Electronic engineering,natural-language understanding,0
Electronic engineering,natural-language generation,0
Electronic engineering,book generation,0
Electronic engineering,document AI,0
Electronic engineering,dialogue management,0
Electronic engineering,question answering,0
Electronic engineering,text-to-image generation,0
Electronic engineering,text-to-scene generation,0
Electronic engineering,text-to-video,0
Electronic engineering,information retrieval,0
Electronic engineering,information extraction,0
Electronic engineering,multimodal systems,0
Electronic engineering,automated writing assistance,0
Electronic engineering,text simplification,0
Electronic engineering,author profiling,0
Electronic engineering,spam detection,0
Electronic engineering,virtual agents,0
Information engineering,temporal processing,0
Information engineering,automatic summarization,0
Information engineering,grammatical error correction,0
Information engineering,machine translation,0
Information engineering,natural-language understanding,0
Information engineering,natural-language generation,0
Information engineering,book generation,0
Information engineering,document AI,0
Information engineering,dialogue management,0
Information engineering,question answering,0
Information engineering,text-to-image generation,0
Information engineering,text-to-scene generation,0
Information engineering,text-to-video,0
Information engineering,information retrieval,0
Information engineering,information extraction,0
Information engineering,multimodal systems,0
Information engineering,automated writing assistance,0
Information engineering,text simplification,0
Information engineering,author profiling,0
Information engineering,spam detection,0
Information engineering,virtual agents,0
Mechanical engineering,temporal processing,0
Mechanical engineering,automatic summarization,0
Mechanical engineering,grammatical error correction,0
Mechanical engineering,machine translation,0
Mechanical engineering,natural-language understanding,0
Mechanical engineering,natural-language generation,0
Mechanical engineering,book generation,0
Mechanical engineering,document AI,0
Mechanical engineering,dialogue management,0
Mechanical engineering,question answering,0
Mechanical engineering,text-to-image generation,0
Mechanical engineering,text-to-scene generation,0
Mechanical engineering,text-to-video,0
Mechanical engineering,information retrieval,0
Mechanical engineering,information extraction,0
Mechanical engineering,multimodal systems,0
Mechanical engineering,automated writing assistance,0
Mechanical engineering,text simplification,0
Mechanical engineering,author profiling,0
Mechanical engineering,spam detection,0
Mechanical engineering,virtual agents,0
Chemical engineering,temporal processing,0
Chemical engineering,automatic summarization,0
Chemical engineering,grammatical error correction,0
Chemical engineering,machine translation,0
Chemical engineering,natural-language understanding,0
Chemical engineering,natural-language generation,0
Chemical engineering,book generation,0
Chemical engineering,document AI,0
Chemical engineering,dialogue management,0
Chemical engineering,question answering,0
Chemical engineering,text-to-image generation,0
Chemical engineering,text-to-scene generation,0
Chemical engineering,text-to-video,0
Chemical engineering,information retrieval,0
Chemical engineering,information extraction,0
Chemical engineering,multimodal systems,0
Chemical engineering,automated writing assistance,0
Chemical engineering,text simplification,0
Chemical engineering,author profiling,0
Chemical engineering,spam detection,0
Chemical engineering,virtual agents,0
Materials engineering,temporal processing,0
Materials engineering,automatic summarization,0
Materials engineering,grammatical error correction,0
Materials engineering,machine translation,0
Materials engineering,natural-language understanding,0
Materials engineering,natural-language generation,0
Materials engineering,book generation,0
Materials engineering,document AI,0
Materials engineering,dialogue management,0
Materials engineering,question answering,0
Materials engineering,text-to-image generation,0
Materials engineering,text-to-scene generation,0
Materials engineering,text-to-video,0
Materials engineering,information retrieval,0
Materials engineering,information extraction,0
Materials engineering,multimodal systems,0
Materials engineering,automated writing assistance,0
Materials engineering,text simplification,0
Materials engineering,author profiling,0
Materials engineering,spam detection,0
Materials engineering,virtual agents,0
Medical engineering,temporal processing,0
Medical engineering,automatic summarization,0
Medical engineering,grammatical error correction,0
Medical engineering,machine translation,0
Medical engineering,natural-language understanding,0
Medical engineering,natural-language generation,0
Medical engineering,book generation,0
Medical engineering,document AI,0
Medical engineering,dialogue management,0
Medical engineering,question answering,0
Medical engineering,text-to-image generation,0
Medical engineering,text-to-scene generation,0
Medical engineering,text-to-video,0
Medical engineering,information retrieval,0
Medical engineering,information extraction,0
Medical engineering,multimodal systems,0
Medical engineering,automated writing assistance,0
Medical engineering,text simplification,0
Medical engineering,author profiling,0
Medical engineering,spam detection,0
Medical engineering,virtual agents,0
Environmental engineering,temporal processing,0
Environmental engineering,automatic summarization,0
Environmental engineering,grammatical error correction,0
Environmental engineering,machine translation,0
Environmental engineering,natural-language understanding,0
Environmental engineering,natural-language generation,0
Environmental engineering,book generation,0
Environmental engineering,document AI,0
Environmental engineering,dialogue management,0
Environmental engineering,question answering,0
Environmental engineering,text-to-image generation,0
Environmental engineering,text-to-scene generation,0
Environmental engineering,text-to-video,0
Environmental engineering,information retrieval,0
Environmental engineering,information extraction,0
Environmental engineering,multimodal systems,0
Environmental engineering,automated writing assistance,0
Environmental engineering,text simplification,0
Environmental engineering,author profiling,0
Environmental engineering,spam detection,0
Environmental engineering,virtual agents,0
Environmental biotechnology,temporal processing,0
Environmental biotechnology,automatic summarization,0
Environmental biotechnology,grammatical error correction,0
Environmental biotechnology,machine translation,0
Environmental biotechnology,natural-language understanding,0
Environmental biotechnology,natural-language generation,0
Environmental biotechnology,book generation,0
Environmental biotechnology,document AI,0
Environmental biotechnology,dialogue management,0
Environmental biotechnology,question answering,0
Environmental biotechnology,text-to-image generation,0
Environmental biotechnology,text-to-scene generation,0
Environmental biotechnology,text-to-video,0
Environmental biotechnology,information retrieval,0
Environmental biotechnology,information extraction,0
Environmental biotechnology,multimodal systems,0
Environmental biotechnology,automated writing assistance,0
Environmental biotechnology,text simplification,0
Environmental biotechnology,author profiling,0
Environmental biotechnology,spam detection,0
Environmental biotechnology,virtual agents,0
Industrial biotechnology,temporal processing,0
Industrial biotechnology,automatic summarization,0
Industrial biotechnology,grammatical error correction,0
Industrial biotechnology,machine translation,0
Industrial biotechnology,natural-language understanding,0
Industrial biotechnology,natural-language generation,0
Industrial biotechnology,book generation,0
Industrial biotechnology,document AI,0
Industrial biotechnology,dialogue management,0
Industrial biotechnology,question answering,0
Industrial biotechnology,text-to-image generation,0
Industrial biotechnology,text-to-scene generation,0
Industrial biotechnology,text-to-video,0
Industrial biotechnology,information retrieval,0
Industrial biotechnology,information extraction,0
Industrial biotechnology,multimodal systems,0
Industrial biotechnology,automated writing assistance,0
Industrial biotechnology,text simplification,0
Industrial biotechnology,author profiling,0
Industrial biotechnology,spam detection,0
Industrial biotechnology,virtual agents,0
Nano-technology,temporal processing,0
Nano-technology,automatic summarization,0
Nano-technology,grammatical error correction,0
Nano-technology,machine translation,0
Nano-technology,natural-language understanding,0
Nano-technology,natural-language generation,0
Nano-technology,book generation,0
Nano-technology,document AI,0
Nano-technology,dialogue management,0
Nano-technology,question answering,0
Nano-technology,text-to-image generation,0
Nano-technology,text-to-scene generation,0
Nano-technology,text-to-video,0
Nano-technology,information retrieval,0
Nano-technology,information extraction,0
Nano-technology,multimodal systems,0
Nano-technology,automated writing assistance,0
Nano-technology,text simplification,0
Nano-technology,author profiling,0
Nano-technology,spam detection,0
Nano-technology,virtual agents,0
Agriculture,temporal processing,0
Agriculture,automatic summarization,0
Agriculture,grammatical error correction,0
Agriculture,machine translation,3
Agriculture,natural-language understanding,0
Agriculture,natural-language generation,0
Agriculture,book generation,0
Agriculture,document AI,0
Agriculture,dialogue management,0
Agriculture,question answering,0
Agriculture,text-to-image generation,0
Agriculture,text-to-scene generation,0
Agriculture,text-to-video,0
Agriculture,information retrieval,0
Agriculture,information extraction,0
Agriculture,multimodal systems,0
Agriculture,automated writing assistance,0
Agriculture,text simplification,0
Agriculture,author profiling,0
Agriculture,spam detection,0
Agriculture,virtual agents,0
Forestry,temporal processing,0
Forestry,automatic summarization,0
Forestry,grammatical error correction,0
Forestry,machine translation,2
Forestry,natural-language understanding,0
Forestry,natural-language generation,0
Forestry,book generation,0
Forestry,document AI,0
Forestry,dialogue management,0
Forestry,question answering,0
Forestry,text-to-image generation,0
Forestry,text-to-scene generation,0
Forestry,text-to-video,0
Forestry,information retrieval,0
Forestry,information extraction,0
Forestry,multimodal systems,0
Forestry,automated writing assistance,0
Forestry,text simplification,0
Forestry,author profiling,0
Forestry,spam detection,0
Forestry,virtual agents,0
Fisheries,temporal processing,0
Fisheries,automatic summarization,0
Fisheries,grammatical error correction,0
Fisheries,machine translation,0
Fisheries,natural-language understanding,0
Fisheries,natural-language generation,0
Fisheries,book generation,0
Fisheries,document AI,0
Fisheries,dialogue management,0
Fisheries,question answering,0
Fisheries,text-to-image generation,0
Fisheries,text-to-scene generation,0
Fisheries,text-to-video,0
Fisheries,information retrieval,0
Fisheries,information extraction,0
Fisheries,multimodal systems,0
Fisheries,automated writing assistance,0
Fisheries,text simplification,0
Fisheries,author profiling,0
Fisheries,spam detection,0
Fisheries,virtual agents,0
Animal and dairy science,temporal processing,0
Animal and dairy science,automatic summarization,0
Animal and dairy science,grammatical error correction,0
Animal and dairy science,machine translation,0
Animal and dairy science,natural-language understanding,0
Animal and dairy science,natural-language generation,0
Animal and dairy science,book generation,0
Animal and dairy science,document AI,0
Animal and dairy science,dialogue management,0
Animal and dairy science,question answering,0
Animal and dairy science,text-to-image generation,0
Animal and dairy science,text-to-scene generation,0
Animal and dairy science,text-to-video,0
Animal and dairy science,information retrieval,0
Animal and dairy science,information extraction,0
Animal and dairy science,multimodal systems,0
Animal and dairy science,automated writing assistance,0
Animal and dairy science,text simplification,0
Animal and dairy science,author profiling,0
Animal and dairy science,spam detection,0
Animal and dairy science,virtual agents,0
Veterenary,temporal processing,0
Veterenary,automatic summarization,0
Veterenary,grammatical error correction,0
Veterenary,machine translation,0
Veterenary,natural-language understanding,0
Veterenary,natural-language generation,0
Veterenary,book generation,0
